Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J
P40466	reviewed	YIL131C
P40465	reviewed	YIL132C
P26784	reviewed	YIL133C
Q45U18	reviewed	YIL134C-A
P40464	reviewed	YIL134W
P40463	reviewed	YIL135C
P16547	reviewed	YIL136W
P40462	reviewed	YIL137C
P40414	reviewed	YIL138C
P38927	reviewed	YIL139C
P38928	reviewed	YIL140W
P39076	reviewed	YIL142W
Q00578	reviewed	YIL143C
P40460	reviewed	YIL144W
P40459	reviewed	YIL145C
P40458	reviewed	YIL146C
P39928	reviewed	YIL147C
P40457	reviewed	YIL149C
P32354	reviewed	YIL150C
P40456	reviewed	YIL151C
P40455	reviewed	YIL152W
P40454	reviewed	YIL153W
P32351	reviewed	YIL154C
P32191	reviewed	YIL155C
P40453	reviewed	YIL156W
Q2V2P4	reviewed	YIL156W-B
P40452	reviewed	YIL157C
P40451	reviewed	YIL158W
P40450	reviewed	YIL159W
P27796	reviewed	YIL160C
P40449	reviewed	YIL161W
P00724	reviewed	YIL162W
P40448	reviewed	YIL163C
P40447	reviewed	YIL164C
P40446	reviewed	YIL165C
P40445	reviewed	YIL166C
P40442	reviewed	YIL169C
P40438	reviewed	YIL173W
P40434	reviewed	YIL177C
P40561	reviewed	YIR001C
P40562	reviewed	YIR002C
P40563	reviewed	YIR003W
P40564	reviewed	YIR004W
P40565	reviewed	YIR005W
P32521	reviewed	YIR006C
P40566	reviewed	YIR007W
P10363	reviewed	YIR008C
P40567	reviewed	YIR009W
P40568	reviewed	YIR010W
P38637	reviewed	YIR011C
P35184	reviewed	YIR012W
P40569	reviewed	YIR013C
P40570	reviewed	YIR014W
P40571	reviewed	YIR015W
P40572	reviewed	YIR016W
P40573	reviewed	YIR017C
Q3E7Z3	reviewed	YIR018C-A
P40574	reviewed	YIR018W
P08640	reviewed	YIR019C
P40575	reviewed	YIR020C
P07266	reviewed	YIR021W
Q3E739	reviewed	YIR021W-A
P15367	reviewed	YIR022W
P21657	reviewed	YIR023W
P40576	reviewed	YIR024C
P40577	reviewed	YIR025W
Q02256	reviewed	YIR026C
P32375	reviewed	YIR027C
Q04895	reviewed	YIR028W
P25335	reviewed	YIR029W
P32460	reviewed	YIR030C
P21826	reviewed	YIR031C
P32459	reviewed	YIR032C
P40578	reviewed	YIR033W
P38998	reviewed	YIR034C
P40579	reviewed	YIR035C
P40580	reviewed	YIR036C
P40581	reviewed	YIR037W
P40582	reviewed	YIR038C
P40583	reviewed	YIR039C
P40585	reviewed	YIR041W
P40586	reviewed	YIR042C
P38624	reviewed	YJL001W
P41543	reviewed	YJL002C
P47081	reviewed	YJL003W
P41544	reviewed	YJL004C
P08678	reviewed	YJL005W
P46962	reviewed	YJL006C
P47079	reviewed	YJL008C
P47077	reviewed	YJL010C
P47076	reviewed	YJL011C
P47075	reviewed	YJL012C
P47074	reviewed	YJL013C
P39077	reviewed	YJL014W
P47072	reviewed	YJL016W
P47069	reviewed	YJL019W
P47068	reviewed	YJL020C
P47065	reviewed	YJL023C
P47064	reviewed	YJL024C
P40992	reviewed	YJL025W
P09938	reviewed	YJL026W
P47063	reviewed	YJL027C
P47062	reviewed	YJL028W
P47061	reviewed	YJL029C
P40958	reviewed	YJL030W
Q00618	reviewed	YJL031C
P20448	reviewed	YJL033W
P16474	reviewed	YJL034W
P47058	reviewed	YJL035C
P47057	reviewed	YJL036W
P47056	reviewed	YJL037W
P47055	reviewed	YJL038C
P47054	reviewed	YJL039C
P43638	reviewed	YJL042W
P47053	reviewed	YJL043W
P32806	reviewed	YJL044C
P47052	reviewed	YJL045W
P47051	reviewed	YJL046W
P47050	reviewed	YJL047C
Q3E737	reviewed	YJL047C-A
P47049	reviewed	YJL048C
P47048	reviewed	YJL049W
P47047	reviewed	YJL050W
P47046	reviewed	YJL051W
Q3E837	reviewed	YJL052C-A
P00360	reviewed	YJL052W
P40335	reviewed	YJL053W
P47045	reviewed	YJL054W
P47044	reviewed	YJL055W
P47043	reviewed	YJL056C
P47042	reviewed	YJL057C
P47041	reviewed	YJL058C
P47040	reviewed	YJL059W
P47039	reviewed	YJL060W
P40368	reviewed	YJL061W
P40367	reviewed	YJL062W
Q3E7B2	reviewed	YJL062W-A
P22353	reviewed	YJL063C
P40366	reviewed	YJL065C
P40364	reviewed	YJL066C
P40363	reviewed	YJL068C
P40362	reviewed	YJL069C
P40361	reviewed	YJL070C
P40360	reviewed	YJL071W
P40359	reviewed	YJL072C
P40358	reviewed	YJL073W
P47037	reviewed	YJL074C
P47035	reviewed	YJL076W
P47034	reviewed	YJL077C
Q8TGN3	reviewed	YJL077W-A
Q8TGT3	reviewed	YJL077W-B
P47033	reviewed	YJL078C
P47032	reviewed	YJL079C
P06105	reviewed	YJL080C
P80428	reviewed	YJL081C
P47031	reviewed	YJL082W
P47030	reviewed	YJL083W
P47029	reviewed	YJL084C
P19658	reviewed	YJL085W
P09880	reviewed	YJL087C
P05150	reviewed	YJL088W
P46954	reviewed	YJL089W
P47027	reviewed	YJL090C
P47026	reviewed	YJL091C
P12954	reviewed	YJL092W
P40310	reviewed	YJL093C
P40309	reviewed	YJL094C
Q01389	reviewed	YJL095W
P40858	reviewed	YJL096W
P40857	reviewed	YJL097W
P40856	reviewed	YJL098W
P40955	reviewed	YJL099W
P42951	reviewed	YJL100W
P32477	reviewed	YJL101C
P39677	reviewed	YJL102W
P42950	reviewed	YJL103C
P42949	reviewed	YJL104W
P42948	reviewed	YJL105W
P32581	reviewed	YJL106W
P42947	reviewed	YJL107C
P42946	reviewed	YJL108C
P42945	reviewed	YJL109C
P42944	reviewed	YJL110C
P42943	reviewed	YJL111W
P47025	reviewed	YJL112W
P32447	reviewed	YJL115W
P46955	reviewed	YJL116C
P46956	reviewed	YJL117W
P47022	reviewed	YJL118W
P46969	reviewed	YJL121C
P47019	reviewed	YJL122W
P47018	reviewed	YJL123C
P47017	reviewed	YJL124C
P46959	reviewed	YJL125C
P47016	reviewed	YJL126W
P35208	reviewed	YJL127C
Q3E828	reviewed	YJL127C-B
P08018	reviewed	YJL128C
P12685	reviewed	YJL129C
P07259	reviewed	YJL130C
P47015	reviewed	YJL131C
P47014	reviewed	YJL132W
Q3E7A3	reviewed	YJL133C-A
P10566	reviewed	YJL133W
P47013	reviewed	YJL134W
Q3E754	reviewed	YJL136C
Q3E801	reviewed	YJL136W-A
P47011	reviewed	YJL137C
P26725	reviewed	YJL139C
P20433	reviewed	YJL140W
P14680	reviewed	YJL141C
P39515	reviewed	YJL143W
P47009	reviewed	YJL144W
P47008	reviewed	YJL145W
P46958	reviewed	YJL146W
P47007	reviewed	YJL147C
P47006	reviewed	YJL148W
P47005	reviewed	YJL149W
P14359	reviewed	YJL151C
P11986	reviewed	YJL153C
P34110	reviewed	YJL154C
P32604	reviewed	YJL155C
P47002	reviewed	YJL156C
P21268	reviewed	YJL157C
P47001	reviewed	YJL158C
P32478	reviewed	YJL159W
P46999	reviewed	YJL160C
P46998	reviewed	YJL161W
P46997	reviewed	YJL162C
P46996	reviewed	YJL163C
P06244	reviewed	YJL164C
P38970	reviewed	YJL165C
P08525	reviewed	YJL166W
P08524	reviewed	YJL167W
P46995	reviewed	YJL168C
P46993	reviewed	YJL170C
P46992	reviewed	YJL171C
P27614	reviewed	YJL172W
P26755	reviewed	YJL173C
P39005	reviewed	YJL174W
P32591	reviewed	YJL176C
P46990	reviewed	YJL177W
P46989	reviewed	YJL178C
P46988	reviewed	YJL179W
P22135	reviewed	YJL180C
P46987	reviewed	YJL181W
P46985	reviewed	YJL183W
P46984	reviewed	YJL184W
P46983	reviewed	YJL185C
P46982	reviewed	YJL186W
P32944	reviewed	YJL187C
P04650	reviewed	YJL189W
P0C0W1	reviewed	YJL190C
P39516	reviewed	YJL191W
P39543	reviewed	YJL192C
P39542	reviewed	YJL193W
P09119	reviewed	YJL194W
P39540	reviewed	YJL196C
P39538	reviewed	YJL197W
P39535	reviewed	YJL198W
P39533	reviewed	YJL200C
P32525	reviewed	YJL201W
P32524	reviewed	YJL203W
P39531	reviewed	YJL204C
Q02820	reviewed	YJL205C
P39529	reviewed	YJL206C
P39526	reviewed	YJL207C
P08466	reviewed	YJL208C
P07252	reviewed	YJL209W
P32800	reviewed	YJL210W
P40897	reviewed	YJL212C
P40896	reviewed	YJL213W
P40886	reviewed	YJL214W
P40884	reviewed	YJL216C
P40893	reviewed	YJL217W
P40892	reviewed	YJL218W
P40885	reviewed	YJL219W
P0CW40	reviewed	YIL172C,YJL221C
P0CW41	reviewed	YIL172C,YJL221C
P40890	reviewed	YJL222W
P0CE88	reviewed	YIL176C,YJL223C
P0CE89	reviewed	YIL176C,YJL223C
P40889	reviewed	YJL225C
P47082	reviewed	YJR001W
P47083	reviewed	YJR002W
P47084	reviewed	YJR003C
P20840	reviewed	YJR004C
Q3E827	reviewed	YJR005C-A
P27351	reviewed	YJR005W
P46957	reviewed	YJR006W
P20459	reviewed	YJR007W
P47085	reviewed	YJR008W
P00358	reviewed	YJR009C
P46965	reviewed	YJR010C-A
P08536	reviewed	YJR010W
P47086	reviewed	YJR011C
P47087	reviewed	YJR012C
P47088	reviewed	YJR013W
P47089	reviewed	YJR014W
P47090	reviewed	YJR015W
P39522	reviewed	YJR016C
P22696	reviewed	YJR017C
P41903	reviewed	YJR019C
P21651	reviewed	YJR021C
P47093	reviewed	YJR022W
P47095	reviewed	YJR024C
P47096	reviewed	YJR025C
P47101	reviewed	YJR030C
P47102	reviewed	YJR031C
P47103	reviewed	YJR032W
P47104	reviewed	YJR033C
Q02772	reviewed	YJR034W
P40352	reviewed	YJR035W
P40985	reviewed	YJR036C
P47107	reviewed	YJR039W
P37020	reviewed	YJR040W
P47108	reviewed	YJR041C
P46673	reviewed	YJR042W
P47110	reviewed	YJR043C
P47111	reviewed	YJR044C
P0CS90	reviewed	YJR045C
P47112	reviewed	YJR046W
P19211	reviewed	YJR047C
P00044	reviewed	YJR048W
P21373	reviewed	YJR049C
P21374	reviewed	YJR050W
P21375	reviewed	YJR051W
P06779	reviewed	YJR052W
P47113	reviewed	YJR053W
P47114	reviewed	YJR054W
P46973	reviewed	YJR055W
P47115	reviewed	YJR056C
P00572	reviewed	YJR057W
Q00381	reviewed	YJR058C
P47116	reviewed	YJR059W
P17106	reviewed	YJR060W
P40355	reviewed	YJR061W
P40354	reviewed	YJR062C
P32529	reviewed	YJR063W
P40413	reviewed	YJR064W
P47117	reviewed	YJR065C
P35169	reviewed	YJR066W
P47118	reviewed	YJR067C
P40348	reviewed	YJR068W
P47119	reviewed	YJR069C
P47120	reviewed	YJR070C
P47122	reviewed	YJR072C
P05375	reviewed	YJR073C
P47123	reviewed	YJR074W
P47124	reviewed	YJR075W
P32458	reviewed	YJR076C
P23641	reviewed	YJR077C
P47125	reviewed	YJR078W
P47126	reviewed	YJR079W
P47127	reviewed	YJR080C
P47128	reviewed	YJR082C
P47129	reviewed	YJR083C
P47130	reviewed	YJR084W
P47131	reviewed	YJR085C
P18852	reviewed	YJR086W
P47133	reviewed	YJR088C
P47134	reviewed	YJR089W
P24814	reviewed	YJR090C
P47135	reviewed	YJR091C
P47136	reviewed	YJR092W
P45976	reviewed	YJR093C
P21190	reviewed	YJR094C
P33303	reviewed	YJR095W
P47137	reviewed	YJR096W
P47138	reviewed	YJR097W
P47139	reviewed	YJR098C
P35127	reviewed	YJR099W
P47140	reviewed	YJR100C
P47141	reviewed	YJR101W
P47142	reviewed	YJR102C
P38627	reviewed	YJR103W
P00445	reviewed	YJR104C
P47143	reviewed	YJR105W
P47144	reviewed	YJR106W
P47145	reviewed	YJR107W
P47146	reviewed	YJR108W
P03965	reviewed	YJR109C
P47147	reviewed	YJR110W
P47148	reviewed	YJR111C
P47149	reviewed	YJR112W
Q3E743	reviewed	YJR112W-A
P47150	reviewed	YJR113C
P47152	reviewed	YJR115W
P47153	reviewed	YJR116W
P47154	reviewed	YJR117W
P47155	reviewed	YJR118C
P47156	reviewed	YJR119C
P47157	reviewed	YJR120W
P00830	reviewed	YJR121W
P47158	reviewed	YJR122W
P26783	reviewed	YJR123W
P47159	reviewed	YJR124C
P47160	reviewed	YJR125C
P47161	reviewed	YJR126C
P46974	reviewed	YJR127C
P47163	reviewed	YJR129C
P47164	reviewed	YJR130C
P32906	reviewed	YJR131W
P46970	reviewed	YJR132W
P47165	reviewed	YJR133W
P47166	reviewed	YJR134C
P47167	reviewed	YJR135C
P57744	reviewed	YJR135W-A
P47168	reviewed	YJR136C
P47169	reviewed	YJR137C
P47170	reviewed	YJR138W
P31116	reviewed	YJR139C
P47171	reviewed	YJR140C
P47172	reviewed	YJR141W
P47173	reviewed	YJR142W
P46971	reviewed	YJR143C
P32787	reviewed	YJR144W
P0CX35	reviewed	YHR203C,YJR145C
P0CX36	reviewed	YHR203C,YJR145C
P47174	reviewed	YJR146W
P47175	reviewed	YJR147W
P47176	reviewed	YJR148W
P47177	reviewed	YJR149W
P47178	reviewed	YJR150C
P47179	reviewed	YJR151C
Q3E775	reviewed	YJR151W-A
P15365	reviewed	YJR152W
P47180	reviewed	YJR153W
P47181	reviewed	YJR154W
P47182	reviewed	YJR155W
P47183	reviewed	YJR156C
P47185	reviewed	YJR158W
P35497	reviewed	YJR159W
P0CE00	reviewed	YJR160C
P47187	reviewed	YJR161C
Q02196	reviewed	YKL001C
P36108	reviewed	YKL002W
P28778	reviewed	YKL003C
P36107	reviewed	YKL004W
P36106	reviewed	YKL005C
P43682	reviewed	YKL006C-A
P36105	reviewed	YKL006W
P28495	reviewed	YKL007W
P28496	reviewed	YKL008C
P33201	reviewed	YKL009W
P33202	reviewed	YKL010C
Q03702	reviewed	YKL011C
P33203	reviewed	YKL012W
P33204	reviewed	YKL013C
P34241	reviewed	YKL014C
P25502	reviewed	YKL015W
P30902	reviewed	YKL016C
P34243	reviewed	YKL017C
Q3E7A7	reviewed	YKL018C-A
P36104	reviewed	YKL018W
P29703	reviewed	YKL019W
P35210	reviewed	YKL020C
P09798	reviewed	YKL022C
Q2V2P3	reviewed	YKL023C-A
P36103	reviewed	YKL023W
P15700	reviewed	YKL024C
P36102	reviewed	YKL025C
P36014	reviewed	YKL026C
P36101	reviewed	YKL027W
P36100	reviewed	YKL028W
P36013	reviewed	YKL029C
P33417	reviewed	YKL032C
P36097	reviewed	YKL033W
Q86ZR7	reviewed	YKL033W-A
P36096	reviewed	YKL034W
P32861	reviewed	YKL035W
P32858	reviewed	YKL037W
P32862	reviewed	YKL038W
P32857	reviewed	YKL039W
P32860	reviewed	YKL040C
P36095	reviewed	YKL041W
P36094	reviewed	YKL042W
P36093	reviewed	YKL043W
P36092	reviewed	YKL044W
P20457	reviewed	YKL045W
P36091	reviewed	YKL046C
P36090	reviewed	YKL047W
P32801	reviewed	YKL048C
P36012	reviewed	YKL049C
P35736	reviewed	YKL050C
P35735	reviewed	YKL051W
P35734	reviewed	YKL052C
O60200	reviewed	YKL053C-A
P35732	reviewed	YKL054C
P35731	reviewed	YKL055C
P35691	reviewed	YKL056C
P35729	reviewed	YKL057C
P32774	reviewed	YKL058W
P35728	reviewed	YKL059C
P14540	reviewed	YKL060C
P35727	reviewed	YKL061W
P33749	reviewed	YKL062W
P35725	reviewed	YKL063C
P35724	reviewed	YKL064W
P35723	reviewed	YKL065C
Q2V2P2	reviewed	YKL065W-A
P36010	reviewed	YKL067W
Q02629	reviewed	YKL068W
Q3E826	reviewed	YKL068W-A
P36088	reviewed	YKL069W
P36087	reviewed	YKL070W
P36086	reviewed	YKL071W
P36085	reviewed	YKL072W
P36016	reviewed	YKL073W
P36084	reviewed	YKL074C
P36083	reviewed	YKL075C
P36081	reviewed	YKL077W
P36009	reviewed	YKL078W
P32364	reviewed	YKL079W
P31412	reviewed	YKL080W
P36008	reviewed	YKL081W
P36080	reviewed	YKL082C
P36078	reviewed	YKL084W
P17505	reviewed	YKL085W
P36077	reviewed	YKL086W
Q00873	reviewed	YKL087C
P36076	reviewed	YKL088W
P35201	reviewed	YKL089W
P36075	reviewed	YKL090W
P33324	reviewed	YKL091C
P33314	reviewed	YKL092C
P23493	reviewed	YKL093W
P28321	reviewed	YKL094W
P28320	reviewed	YKL095W
Q8TGT2	reviewed	YKL096C-B
P28319	reviewed	YKL096W
P43497	reviewed	YKL096W-A
P34246	reviewed	YKL098W
P34247	reviewed	YKL099C
P34248	reviewed	YKL100C
P34244	reviewed	YKL101W
P14904	reviewed	YKL103C
P14742	reviewed	YKL104C
P34250	reviewed	YKL105C
Q3E7A0	reviewed	YKL106C-A
Q01802	reviewed	YKL106W
P34251	reviewed	YKL107W
P34252	reviewed	YKL108W
P14064	reviewed	YKL109W
P34253	reviewed	YKL110C
P14164	reviewed	YKL112W
P26793	reviewed	YKL113C
P22936	reviewed	YKL114C
P28708	reviewed	YKL116C
P28707	reviewed	YKL117W
P32341	reviewed	YKL119C
P32332	reviewed	YKL120W
P32330	reviewed	YKL121W
P32342	reviewed	YKL122C
P32343	reviewed	YKL124W
P36070	reviewed	YKL125W
P12688	reviewed	YKL126W
P33401	reviewed	YKL127W
P36069	reviewed	YKL128C
P36006	reviewed	YKL129C
P36068	reviewed	YKL130C
P36001	reviewed	YKL132C
P36066	reviewed	YKL133C
P35999	reviewed	YKL134C
P36000	reviewed	YKL135C
P36064	reviewed	YKL137W
P14063	reviewed	YKL138C
P69852	reviewed	YKL138C-A
Q03957	reviewed	YKL139W
P34163	reviewed	YKL140W
P33421	reviewed	YKL141W
P35719	reviewed	YKL142W
P34078	reviewed	YKL143W
P35718	reviewed	YKL144C
P33299	reviewed	YKL145W
P36062	reviewed	YKL146W
Q00711	reviewed	YKL148C
P24309	reviewed	YKL149C
P36060	reviewed	YKL150W
P36059	reviewed	YKL151C
P00950	reviewed	YKL152C
P36057	reviewed	YKL154W
P36056	reviewed	YKL155C
P35997	reviewed	YKL156W
P32454	reviewed	YKL157W
P36054	reviewed	YKL159C
P36053	reviewed	YKL160W
P36005	reviewed	YKL161C
P36052	reviewed	YKL162C
Q03180	reviewed	YKL163W
Q03178	reviewed	YKL164C
P36051	reviewed	YKL165C
P05986	reviewed	YKL166C
P32388	reviewed	YKL167C
P36004	reviewed	YKL168C
P35996	reviewed	YKL170W
P36003	reviewed	YKL171W
P36049	reviewed	YKL172W
P36048	reviewed	YKL173W
P36029	reviewed	YKL174C
P34240	reviewed	YKL175W
P34239	reviewed	YKL176C
P06783	reviewed	YKL178C
P34237	reviewed	YKL179C
P05740	reviewed	YKL180W
P32895	reviewed	YKL181W
P07149	reviewed	YKL182W
Q3E765	reviewed	YKL183C-A
P34234	reviewed	YKL183W
P08432	reviewed	YKL184W
P34233	reviewed	YKL185W
P34232	reviewed	YKL186C
P34231	reviewed	YKL187C
P34230	reviewed	YKL188C
P32464	reviewed	YKL189W
P25296	reviewed	YKL190W
P32461	reviewed	YKL191W
P32463	reviewed	YKL192C
P36047	reviewed	YKL193C
P07236	reviewed	YKL194C
P36046	reviewed	YKL195W
P36015	reviewed	YKL196C
P24004	reviewed	YKL197C
P36002	reviewed	YKL198C
P36044	reviewed	YKL201C
P32600	reviewed	YKL203C
P36041	reviewed	YKL204W
P33418	reviewed	YKL205W
P36040	reviewed	YKL206C
P36039	reviewed	YKL207W
P36038	reviewed	YKL208W
P12866	reviewed	YKL209C
P22515	reviewed	YKL210W
P00937	reviewed	YKL211C
P32368	reviewed	YKL212W
P36037	reviewed	YKL213C
P36036	reviewed	YKL214C
P28273	reviewed	YKL215C
P28272	reviewed	YKL216W
P36035	reviewed	YKL217W
P36007	reviewed	YKL218C
P36034	reviewed	YKL219W
P36033	reviewed	YKL220C
P36032	reviewed	YKL221W
P35995	reviewed	YKL222C
P35994	reviewed	YKL224C
P21576	reviewed	YKR001C
P29468	reviewed	YKR002W
Q02201	reviewed	YKR003W
Q02202	reviewed	YKR004C
Q02203	reviewed	YKR005C
Q02204	reviewed	YKR006C
Q02205	reviewed	YKR007W
Q02206	reviewed	YKR008W
Q02207	reviewed	YKR009C
Q02208	reviewed	YKR010C
Q02209	reviewed	YKR011C
P36110	reviewed	YKR013W
P36018	reviewed	YKR014C
P36111	reviewed	YKR015C
P36112	reviewed	YKR016W
P36113	reviewed	YKR017C
P36114	reviewed	YKR018C
P36115	reviewed	YKR019C
P36116	reviewed	YKR020W
P36117	reviewed	YKR021W
P36118	reviewed	YKR022C
P36119	reviewed	YKR023W
P36120	reviewed	YKR024C
P36121	reviewed	YKR025W
P14741	reviewed	YKR026C
P36122	reviewed	YKR027W
P36123	reviewed	YKR028W
P36124	reviewed	YKR029C
P36125	reviewed	YKR030W
P36126	reviewed	YKR031C
P26343	reviewed	YKR034W
P69771	reviewed	YKR035W-A
P36130	reviewed	YKR036C
P36131	reviewed	YKR037C
P36132	reviewed	YKR038C
P19145	reviewed	YKR039W
P36134	reviewed	YKR041W
P36135	reviewed	YKR042W
P36136	reviewed	YKR043C
P36137	reviewed	YKR044W
P36138	reviewed	YKR045C
P36139	reviewed	YKR046C
P25293	reviewed	YKR048C
P36141	reviewed	YKR049C
P28584	reviewed	YKR050W
P36142	reviewed	YKR051W
P23500	reviewed	YKR052C
P23501	reviewed	YKR053C
P36022	reviewed	YKR054C
Q00246	reviewed	YKR055W
P33753	reviewed	YKR056W
P0C0V8	reviewed	YKR057W
P36143	reviewed	YKR058W
P10081	reviewed	YJL138C,YKR059W
P36144	reviewed	YKR060W
P33550	reviewed	YKR061W
P36145	reviewed	YKR062W
P36146	reviewed	YKR063C
P36023	reviewed	YKR064W
P36147	reviewed	YKR065C
P00431	reviewed	YKR066C
P36148	reviewed	YKR067W
P36149	reviewed	YKR068C
P36150	reviewed	YKR069W
P36151	reviewed	YKR070W
P36152	reviewed	YKR071C
P36024	reviewed	YKR072C
P36154	reviewed	YKR074W
P36155	reviewed	YKR075C
P36156	reviewed	YKR076W
P36157	reviewed	YKR077W
P36158	reviewed	YKR078W
P36159	reviewed	YKR079C
Q02046	reviewed	YKR080W
P36160	reviewed	YKR081C
P36161	reviewed	YKR082W
P36162	reviewed	YKR083C
P32769	reviewed	YKR084C
P22354	reviewed	YKR085C
P15938	reviewed	YKR086W
P36163	reviewed	YKR087C
P36164	reviewed	YKR088C
P36165	reviewed	YKR089C
P36166	reviewed	YKR090W
P36167	reviewed	YKR091W
P32583	reviewed	YKR092C
P32901	reviewed	YKR093W
P0CH08	reviewed	YIL148W,YKR094C
P0CH09	reviewed	YIL148W,YKR094C
Q02455	reviewed	YKR095W
Q3E833	reviewed	YKR095W-A
P36168	reviewed	YKR096W
P10963	reviewed	YKR097W
P36026	reviewed	YKR098C
P22035	reviewed	YKR099W
P36169	reviewed	YKR100C
P21691	reviewed	YKR101W
P36170	reviewed	YKR102W
P0CE68	reviewed	YKR103W
P0CE69	reviewed	YKR104W
P36172	reviewed	YKR105C
P36173	reviewed	YKR106W
P54861	reviewed	YLL001W
Q07794	reviewed	YLL002W
Q12369	reviewed	YLL003W
P54790	reviewed	YLL004W
Q07798	reviewed	YLL005C
P41800	reviewed	YLL006W
Q3E814	reviewed	YLL006W-A
Q07799	reviewed	YLL007C
P32892	reviewed	YLL008W
Q12287	reviewed	YLL009C
Q07800	reviewed	YLL010C
P33750	reviewed	YLL011W
Q07804	reviewed	YLL012W
Q07807	reviewed	YLL013C
Q12431	reviewed	YLL014W
P14772	reviewed	YLL015W
P04802	reviewed	YLL018C
Q3E731	reviewed	YLL018C-A
P32350	reviewed	YLL019C
P23201	reviewed	YLL021W
Q12373	reviewed	YLL022C
Q12164	reviewed	YLL023C
P10592	reviewed	YLL024C
Q12370	reviewed	YLL025W
P31539	reviewed	YLL026W
Q07821	reviewed	YLL027W
Q07824	reviewed	YLL028W
Q07825	reviewed	YLL029W
Q07830	reviewed	YLL031C
Q07834	reviewed	YLL032C
Q07843	reviewed	YLL033W
Q07844	reviewed	YLL034C
Q07845	reviewed	YLL035W
P32523	reviewed	YLL036C
Q07872	reviewed	YLL038C
P0CG63	reviewed	YLL039C
Q07878	reviewed	YLL040C
P21801	reviewed	YLL041C
Q07879	reviewed	YLL042C
P23900	reviewed	YLL043W
P29453	reviewed	YLL045C
P32385	reviewed	YLL046C
P32386	reviewed	YLL048C
Q07887	reviewed	YLL049W
Q03048	reviewed	YLL050C
Q12473	reviewed	YLL051C
P0CD90	reviewed	YLL052C
P0CD98	reviewed	YLL053C
Q12244	reviewed	YLL054C
Q12235	reviewed	YLL055W
Q12177	reviewed	YLL056C
Q12358	reviewed	YLL057C
Q12198	reviewed	YLL058W
Q12390	reviewed	YLL060C
Q12372	reviewed	YLL061W
Q12525	reviewed	YLL062C
Q12226	reviewed	YLL063C
Q8TGJ7	reviewed	YLL066W-B
Q07895	reviewed	YLR001C
Q07896	reviewed	YLR002C
Q07897	reviewed	YLR003C
Q07904	reviewed	YLR004C
Q04673	reviewed	YLR005W
Q07084	reviewed	YLR006C
Q07913	reviewed	YLR007W
Q07914	reviewed	YLR008C
Q07915	reviewed	YLR009W
Q07921	reviewed	YLR010C
Q07923	reviewed	YLR011W
Q07927	reviewed	YLR012C
Q07928	reviewed	YLR013W
P07272	reviewed	YLR014C
P43132	reviewed	YLR015W
Q07930	reviewed	YLR016C
Q07938	reviewed	YLR017W
Q12445	reviewed	YLR018C
Q07949	reviewed	YLR019W
Q07950	reviewed	YLR020C
Q07951	reviewed	YLR021W
Q07953	reviewed	YLR022C
Q07959	reviewed	YLR023C
Q07963	reviewed	YLR024C
P39929	reviewed	YLR025W
Q01590	reviewed	YLR026C
P23542	reviewed	YLR027C
P54113	reviewed	YLR028C
P05748	reviewed	YLR029C
Q07967	reviewed	YLR030W
Q07978	reviewed	YLR031W
P32849	reviewed	YLR032W
Q07979	reviewed	YLR033W
Q12078	reviewed	YLR034C
Q07980	reviewed	YLR035C
Q07986	reviewed	YLR036C
Q07987	reviewed	YLR037C
Q01519	reviewed	YLR038C
P40395	reviewed	YLR039C
Q07988	reviewed	YLR040C
Q07990	reviewed	YLR042C
P22217	reviewed	YLR043C
P06169	reviewed	YLR044C
P46675	reviewed	YLR045C
Q12253	reviewed	YLR046C
Q12209	reviewed	YLR047C
P46654	reviewed	YLR048W
Q12110	reviewed	YLR049C
Q12155	reviewed	YLR050C
Q12035	reviewed	YLR051C
Q12345	reviewed	YLR052W
Q12026	reviewed	YLR053C
Q12202	reviewed	YLR054C
P38915	reviewed	YLR055C
P32353	reviewed	YLR056W
Q12205	reviewed	YLR057W
P37291	reviewed	YLR058C
P54964	reviewed	YLR059C
P15624	reviewed	YLR060W
P05749	reviewed	YLR061W
Q12291	reviewed	YLR063W
Q12144	reviewed	YLR064W
Q99382	reviewed	YLR065C
Q12133	reviewed	YLR066W
P32522	reviewed	YLR067C
Q12247	reviewed	YLR068W
P25039	reviewed	YLR069C
Q07993	reviewed	YLR070C
P19263	reviewed	YLR071C
Q08001	reviewed	YLR072W
Q08003	reviewed	YLR073C
Q08004	reviewed	YLR074C
P41805	reviewed	YLR075W
Q08023	reviewed	YLR077W
P25385	reviewed	YLR078C
P38634	reviewed	YLR079W
Q12396	reviewed	YLR080W
P13181	reviewed	YLR081W
Q12020	reviewed	YLR082C
P32802	reviewed	YLR083C
Q12465	reviewed	YLR084C
Q12509	reviewed	YLR085C
Q12267	reviewed	YLR086W
Q12150	reviewed	YLR087C
P39012	reviewed	YLR088W
P52893	reviewed	YLR089C
P39102	reviewed	YLR090W
Q12393	reviewed	YLR091W
Q12325	reviewed	YLR092W
Q12255	reviewed	YLR093C
Q12418	reviewed	YLR094C
Q12072	reviewed	YLR095C
P13186	reviewed	YLR096W
Q12347	reviewed	YLR097C
P43634	reviewed	YLR098C
Q12385	reviewed	YLR099C
Q3E798	reviewed	YLR099W-A
Q12452	reviewed	YLR100W
Q12107	reviewed	YLR102C
